Date,Start,End,Location,Capacity
03/03/2023,6:00,12:30,WALC 2007,90
03/03/2023,13:20,13:30,WALC 2007,90
03/03/2023,14:20,15:30,WALC 2007,90
03/03/2023,16:20,18:00,WALC 2007,90
03/03/2023,20:00,22:00,WALC 2007,90
03/03/2023,6:00,07:30,WALC 2051,72
03/03/2023,08:20,09:00,WALC 2051,72
03/03/2023,11:20,11:30,WALC 2051,72
03/03/2023,12:45,13:30,WALC 2051,72
03/03/2023,14:20,14:30,WALC 2051,72
03/03/2023,15:20,15:30,WALC 2051,72
03/03/2023,16:20,18:00,WALC 2051,72
03/03/2023,19:00,19:15,WALC 2051,72
03/03/2023,21:15,22:00,WALC 2051,72
03/03/2023,6:00,09:30,WALC 2087,126
03/03/2023,10:20,10:30,WALC 2087,126
03/03/2023,11:20,11:30,WALC 2087,126
03/03/2023,12:20,12:30,WALC 2087,126
03/03/2023,13:20,13:30,WALC 2087,126
03/03/2023,14:20,14:30,WALC 2087,126
03/03/2023,15:20,15:30,WALC 2087,126
03/03/2023,16:20,21:30,WALC 2087,126
03/03/2023,22:30,22:00,WALC 2087,126
03/03/2023,6:00,09:30,WALC 2088,72
03/03/2023,10:20,10:30,WALC 2088,72
03/03/2023,11:20,11:30,WALC 2088,72
03/03/2023,12:20,14:30,WALC 2088,72
03/03/2023,15:20,16:00,WALC 2088,72
03/03/2023,17:00,17:30,WALC 2088,72
03/03/2023,18:20,22:00,WALC 2088,72
03/03/2023,6:00,07:30,WALC 2121,40
03/03/2023,09:20,09:30,WALC 2121,40
03/03/2023,10:20,10:30,WALC 2121,40
03/03/2023,11:20,11:30,WALC 2121,40
03/03/2023,12:20,12:30,WALC 2121,40
03/03/2023,13:20,13:30,WALC 2121,40
03/03/2023,14:20,16:30,WALC 2121,40
03/03/2023,17:20,18:30,WALC 2121,40
03/03/2023,21:00,22:00,WALC 2121,40
03/03/2023,6:00,09:30,WALC 2124,54
03/03/2023,10:20,10:30,WALC 2124,54
03/03/2023,11:20,12:00,WALC 2124,54
03/03/2023,13:30,17:30,WALC 2124,54
03/03/2023,19:00,19:30,WALC 2124,54
03/03/2023,22:30,22:00,WALC 2124,54
03/03/2023,6:00,08:30,WALC 2127,45
03/03/2023,09:20,09:30,WALC 2127,45
03/03/2023,10:20,14:15,WALC 2127,45
03/03/2023,15:45,16:30,WALC 2127,45
03/03/2023,17:20,18:30,WALC 2127,45
03/03/2023,21:00,22:00,WALC 2127,45
03/03/2023,6:00,07:30,WALC 3084,40
03/03/2023,08:30,09:30,WALC 3084,40
03/03/2023,10:20,11:30,WALC 3084,40
03/03/2023,12:20,12:30,WALC 3084,40
03/03/2023,13:20,19:00,WALC 3084,40
03/03/2023,20:00,22:00,WALC 3084,40
03/03/2023,6:00,08:30,WALC 3087,126
03/03/2023,09:20,09:30,WALC 3087,126
03/03/2023,10:20,10:30,WALC 3087,126
03/03/2023,11:20,15:30,WALC 3087,126
03/03/2023,16:20,16:30,WALC 3087,126
03/03/2023,17:20,22:00,WALC 3087,126
03/03/2023,6:00,10:30,WALC 3090,60
03/03/2023,11:20,11:30,WALC 3090,60
03/03/2023,12:20,14:00,WALC 3090,60
03/03/2023,15:00,15:30,WALC 3090,60
03/03/2023,16:20,16:30,WALC 3090,60
03/03/2023,17:20,22:00,WALC 3090,60
03/03/2023,6:00,09:30,WALC 3121,40
03/03/2023,10:20,10:30,WALC 3121,40
03/03/2023,11:20,11:30,WALC 3121,40
03/03/2023,14:00,15:30,WALC 3121,40
03/03/2023,17:20,18:00,WALC 3121,40
03/03/2023,22:30,22:00,WALC 3121,40
03/03/2023,6:00,10:30,WALC 3122,54
03/03/2023,11:20,11:30,WALC 3122,54
03/03/2023,13:20,14:00,WALC 3122,54
03/03/2023,18:00,18:00,WALC 3122,54
03/03/2023,20:00,22:00,WALC 3122,54
03/03/2023,6:00,10:30,WALC 3127,45
03/03/2023,11:20,11:30,WALC 3127,45
03/03/2023,12:20,12:30,WALC 3127,45
03/03/2023,13:20,13:30,WALC 3127,45
03/03/2023,14:20,14:30,WALC 3127,45
03/03/2023,15:30,18:30,WALC 3127,45
03/03/2023,21:00,22:00,WALC 3127,45
03/03/2023,6:00,08:30,WALC 3132,40
03/03/2023,09:20,09:30,WALC 3132,40
03/03/2023,10:20,11:30,WALC 3132,40
03/03/2023,13:20,13:30,WALC 3132,40
03/03/2023,14:30,16:30,WALC 3132,40
03/03/2023,17:30,18:00,WALC 3132,40
03/03/2023,22:30,22:00,WALC 3132,40
03/03/2023,6:00,08:30,WALC 3138,50
03/03/2023,09:20,09:30,WALC 3138,50
03/03/2023,10:20,13:00,WALC 3138,50
03/03/2023,15:00,16:30,WALC 3138,50
03/03/2023,20:00,22:00,WALC 3138,50
03/03/2023,6:00,09:30,WALC 3148,40
03/03/2023,10:20,10:30,WALC 3148,40
03/03/2023,11:20,11:30,WALC 3148,40
03/03/2023,12:20,13:30,WALC 3148,40
03/03/2023,14:20,14:30,WALC 3148,40
03/03/2023,15:20,15:30,WALC 3148,40
03/03/2023,17:20,17:30,WALC 3148,40
03/03/2023,19:30,22:00,WALC 3148,40
03/03/2023,6:00,10:30,WALC 3154,50
03/03/2023,11:20,11:30,WALC 3154,50
03/03/2023,12:20,12:30,WALC 3154,50
03/03/2023,13:20,13:30,WALC 3154,50
03/03/2023,14:20,22:00,WALC 3154,50
03/03/2023,6:00,11:30,WALC B058,149
03/03/2023,12:20,12:30,WALC B058,149
03/03/2023,13:20,22:00,WALC B058,149
03/03/2023,6:00,11:30,WALC B066,132
03/03/2023,12:20,12:30,WALC B066,132
03/03/2023,13:20,13:30,WALC B066,132
03/03/2023,14:20,14:30,WALC B066,132
03/03/2023,15:20,22:00,WALC B066,132
03/03/2023,6:00,08:30,WALC B074,102
03/03/2023,09:20,09:30,WALC B074,102
03/03/2023,10:20,10:30,WALC B074,102
03/03/2023,11:20,13:30,WALC B074,102
03/03/2023,14:20,15:30,WALC B074,102
03/03/2023,16:20,18:30,WALC B074,102
03/03/2023,20:30,22:00,WALC B074,102
03/03/2023,6:00,12:30,WALC B091,72
03/03/2023,13:20,13:30,WALC B091,72
03/03/2023,15:20,15:30,WALC B091,72
03/03/2023,16:20,16:30,WALC B091,72
03/03/2023,17:20,17:30,WALC B091,72
03/03/2023,22:00,22:00,WALC B091,72
03/03/2023,6:00,11:30,WALC B093,72
03/03/2023,12:20,13:00,WALC B093,72
03/03/2023,15:00,15:30,WALC B093,72
03/03/2023,16:20,16:30,WALC B093,72
03/03/2023,22:00,22:00,WALC B093,72
03/03/2023,6:00,08:30,WTHR 104,138
03/03/2023,09:20,10:30,WTHR 104,138
03/03/2023,11:20,11:30,WTHR 104,138
03/03/2023,12:20,12:30,WTHR 104,138
03/03/2023,13:20,13:30,WTHR 104,138
03/03/2023,14:20,15:00,WTHR 104,138
03/03/2023,17:30,22:00,WTHR 104,138
03/03/2023,6:00,08:30,WTHR 160,61
03/03/2023,09:20,11:30,WTHR 160,61
03/03/2023,12:20,13:30,WTHR 160,61
03/03/2023,16:20,22:00,WTHR 160,61
03/03/2023,6:00,08:30,WTHR 172,151
03/03/2023,09:20,09:30,WTHR 172,151
03/03/2023,10:20,10:30,WTHR 172,151
03/03/2023,11:20,11:30,WTHR 172,151
03/03/2023,12:20,12:30,WTHR 172,151
03/03/2023,13:20,13:30,WTHR 172,151
03/03/2023,14:20,14:30,WTHR 172,151
03/03/2023,15:20,16:30,WTHR 172,151
03/03/2023,17:20,22:00,WTHR 172,151
03/03/2023,6:00,08:30,WTHR 200,480
03/03/2023,09:20,09:30,WTHR 200,480
03/03/2023,10:20,10:30,WTHR 200,480
03/03/2023,11:20,11:30,WTHR 200,480
03/03/2023,12:20,12:30,WTHR 200,480
03/03/2023,13:20,13:30,WTHR 200,480
03/03/2023,14:20,14:30,WTHR 200,480
03/03/2023,15:20,15:30,WTHR 200,480
03/03/2023,16:20,16:30,WTHR 200,480
03/03/2023,17:20,17:30,WTHR 200,480
03/03/2023,19:30,22:00,WTHR 200,480
03/03/2023,6:00,09:30,WTHR 320,91
03/03/2023,10:20,11:30,WTHR 320,91
03/03/2023,12:20,12:30,WTHR 320,91
03/03/2023,13:20,13:30,WTHR 320,91
03/03/2023,14:20,22:00,WTHR 320,91
03/03/2023,6:00,07:30,WTHR 360,35
03/03/2023,08:20,08:30,WTHR 360,35
03/03/2023,09:20,09:30,WTHR 360,35
03/03/2023,10:20,10:30,WTHR 360,35
03/03/2023,11:20,11:30,WTHR 360,35
03/03/2023,12:20,12:30,WTHR 360,35
03/03/2023,13:20,13:30,WTHR 360,35
03/03/2023,14:20,14:30,WTHR 360,35
03/03/2023,15:20,15:30,WTHR 360,35
03/03/2023,16:20,16:30,WTHR 360,35
03/03/2023,17:20,22:00,WTHR 360,35
03/03/2023,6:00,08:30,WTHR 362,34
03/03/2023,09:20,09:30,WTHR 362,34
03/03/2023,10:20,10:30,WTHR 362,34
03/03/2023,11:20,13:30,WTHR 362,34
03/03/2023,14:20,14:30,WTHR 362,34
03/03/2023,15:20,22:00,WTHR 362,34
03/03/2023,6:00,08:30,WTHR 420,49
03/03/2023,09:20,09:30,WTHR 420,49
03/03/2023,10:20,10:30,WTHR 420,49
03/03/2023,11:20,11:30,WTHR 420,49
03/03/2023,12:20,12:30,WTHR 420,49
03/03/2023,13:20,13:30,WTHR 420,49
03/03/2023,14:20,14:30,WTHR 420,49
03/03/2023,15:20,17:30,WTHR 420,49
03/03/2023,20:00,22:00,WTHR 420,49
