Date,Start,End,Location,Capacity
03/03/2023,6:00,12:30,ABE B053,32
03/03/2023,13:20,13:30,ABE B053,32
03/03/2023,14:20,14:30,ABE B053,32
03/03/2023,16:00,22:00,ABE B053,32
03/03/2023,6:00,10:30,ABE B061,48
03/03/2023,11:20,14:30,ABE B061,48
03/03/2023,15:20,22:00,ABE B061,48
03/03/2023,6:00,08:30,ABE B073,80
03/03/2023,09:20,09:30,ABE B073,80
03/03/2023,10:20,15:30,ABE B073,80
03/03/2023,16:20,22:00,ABE B073,80
03/03/2023,6:00,09:30,AR 101,50
03/03/2023,10:20,13:30,AR 101,50
03/03/2023,14:20,22:00,AR 101,50
03/03/2023,6:00,11:30,AR 102,32
03/03/2023,12:20,22:00,AR 102,32
03/03/2023,6:00,09:30,ARMS 1010,150
03/03/2023,10:20,10:30,ARMS 1010,150
03/03/2023,11:20,11:30,ARMS 1010,150
03/03/2023,12:20,13:30,ARMS 1010,150
03/03/2023,14:20,14:30,ARMS 1010,150
03/03/2023,15:20,15:30,ARMS 1010,150
03/03/2023,17:20,22:00,ARMS 1010,150
03/03/2023,6:00,09:30,ARMS 1021,40
03/03/2023,10:20,11:30,ARMS 1021,40
03/03/2023,12:20,12:30,ARMS 1021,40
03/03/2023,13:20,13:30,ARMS 1021,40
03/03/2023,14:20,14:30,ARMS 1021,40
03/03/2023,15:20,15:30,ARMS 1021,40
03/03/2023,16:30,16:40,ARMS 1021,40
03/03/2023,17:55,19:00,ARMS 1021,40
03/03/2023,21:00,22:00,ARMS 1021,40
03/03/2023,6:00,08:00,ARMS 1028,32
03/03/2023,10:00,19:00,ARMS 1028,32
03/03/2023,21:00,22:00,ARMS 1028,32
03/03/2023,6:00,07:30,ARMS 1103,50
03/03/2023,08:20,08:30,ARMS 1103,50
03/03/2023,09:20,09:30,ARMS 1103,50
03/03/2023,10:20,10:30,ARMS 1103,50
03/03/2023,11:20,11:30,ARMS 1103,50
03/03/2023,12:20,12:30,ARMS 1103,50
03/03/2023,13:20,14:30,ARMS 1103,50
03/03/2023,15:20,16:00,ARMS 1103,50
03/03/2023,17:00,19:00,ARMS 1103,50
03/03/2023,22:00,22:00,ARMS 1103,50
03/03/2023,6:00,08:30,ARMS 1109,60
03/03/2023,09:20,09:30,ARMS 1109,60
03/03/2023,11:20,13:30,ARMS 1109,60
03/03/2023,14:20,14:30,ARMS 1109,60
03/03/2023,15:20,15:30,ARMS 1109,60
03/03/2023,17:30,17:45,ARMS 1109,60
03/03/2023,19:15,22:00,ARMS 1109,60
03/03/2023,6:00,08:30,ARMS 3109,20
03/03/2023,09:20,10:30,ARMS 3109,20
03/03/2023,11:20,14:30,ARMS 3109,20
03/03/2023,15:30,22:00,ARMS 3109,20
03/03/2023,6:00,08:30,ARMS 3115,32
03/03/2023,09:20,09:30,ARMS 3115,32
03/03/2023,10:20,10:30,ARMS 3115,32
03/03/2023,11:20,11:30,ARMS 3115,32
03/03/2023,12:20,12:30,ARMS 3115,32
03/03/2023,13:20,13:30,ARMS 3115,32
03/03/2023,14:20,15:30,ARMS 3115,32
03/03/2023,16:20,15:30,ARMS 3115,32
03/03/2023,16:20,22:00,ARMS 3115,32
03/03/2023,6:00,08:30,ARMS B061,120
03/03/2023,09:20,09:30,ARMS B061,120
03/03/2023,10:20,11:30,ARMS B061,120
03/03/2023,12:20,13:30,ARMS B061,120
03/03/2023,14:20,14:30,ARMS B061,120
03/03/2023,15:20,15:30,ARMS B061,120
03/03/2023,16:20,22:00,ARMS B061,120
03/03/2023,6:00,08:30,ARMS B071,60
03/03/2023,09:20,13:30,ARMS B071,60
03/03/2023,14:20,14:30,ARMS B071,60
03/03/2023,15:20,15:30,ARMS B071,60
03/03/2023,16:20,18:00,ARMS B071,60
03/03/2023,21:30,22:00,ARMS B071,60
03/03/2023,6:00,13:30,BCHM 102,32
03/03/2023,14:20,22:00,BCHM 102,32
03/03/2023,6:00,08:30,BCHM 105,70
03/03/2023,09:20,10:30,BCHM 105,70
03/03/2023,11:20,11:30,BCHM 105,70
03/03/2023,12:20,13:30,BCHM 105,70
03/03/2023,14:20,22:00,BCHM 105,70
03/03/2023,6:00,10:30,BHEE 115,45
03/03/2023,11:20,12:30,BHEE 115,45
03/03/2023,13:20,14:30,BHEE 115,45
03/03/2023,15:20,22:00,BHEE 115,45
03/03/2023,6:00,08:30,BHEE 117,78
03/03/2023,09:20,09:30,BHEE 117,78
03/03/2023,10:20,10:30,BHEE 117,78
03/03/2023,11:20,11:30,BHEE 117,78
03/03/2023,12:20,12:30,BHEE 117,78
03/03/2023,13:20,13:30,BHEE 117,78
03/03/2023,14:20,15:30,BHEE 117,78
03/03/2023,16:20,22:00,BHEE 117,78
03/03/2023,6:00,09:30,BHEE 129,468
03/03/2023,10:20,10:30,BHEE 129,468
03/03/2023,11:20,11:30,BHEE 129,468
03/03/2023,13:20,14:30,BHEE 129,468
03/03/2023,15:20,15:30,BHEE 129,468
03/03/2023,16:20,22:00,BHEE 129,468
03/03/2023,6:00,08:30,BHEE 170,170
03/03/2023,09:20,09:30,BHEE 170,170
03/03/2023,10:20,10:30,BHEE 170,170
03/03/2023,11:20,11:30,BHEE 170,170
03/03/2023,12:20,12:30,BHEE 170,170
03/03/2023,13:20,13:30,BHEE 170,170
03/03/2023,14:20,14:30,BHEE 170,170
03/03/2023,15:20,15:30,BHEE 170,170
03/03/2023,16:20,16:30,BHEE 170,170
03/03/2023,17:20,22:00,BHEE 170,170
03/03/2023,6:00,10:00,BHEE 222,40
03/03/2023,12:00,14:30,BHEE 222,40
03/03/2023,15:20,17:00,BHEE 222,40
03/03/2023,19:00,22:00,BHEE 222,40
03/03/2023,6:00,10:30,BHEE 224,31
03/03/2023,11:20,11:30,BHEE 224,31
03/03/2023,12:20,12:30,BHEE 224,31
03/03/2023,13:20,13:30,BHEE 224,31
03/03/2023,14:20,15:00,BHEE 224,31
03/03/2023,16:30,22:00,BHEE 224,31
03/03/2023,6:00,10:30,BHEE 226,33
03/03/2023,11:20,11:30,BHEE 226,33
03/03/2023,12:20,13:30,BHEE 226,33
03/03/2023,14:20,14:30,BHEE 226,33
03/03/2023,15:20,15:30,BHEE 226,33
03/03/2023,16:20,16:30,BHEE 226,33
03/03/2023,17:00,22:00,BHEE 226,33
03/03/2023,6:00,10:30,BHEE 236,39
03/03/2023,11:20,12:30,BHEE 236,39
03/03/2023,13:20,22:00,BHEE 236,39
03/03/2023,6:00,09:30,BRNG 1206,21
03/03/2023,12:30,17:00,BRNG 1206,21
03/03/2023,18:00,22:00,BRNG 1206,21
03/03/2023,6:00,11:30,BRNG 1222,32
03/03/2023,12:20,12:30,BRNG 1222,32
03/03/2023,13:20,13:30,BRNG 1222,32
03/03/2023,14:20,14:30,BRNG 1222,32
03/03/2023,15:30,22:00,BRNG 1222,32
03/03/2023,6:00,09:30,BRNG 1230,36
03/03/2023,10:20,10:30,BRNG 1230,36
03/03/2023,11:20,11:30,BRNG 1230,36
03/03/2023,12:20,12:30,BRNG 1230,36
03/03/2023,13:20,13:30,BRNG 1230,36
03/03/2023,14:20,14:30,BRNG 1230,36
03/03/2023,15:20,22:00,BRNG 1230,36
03/03/2023,6:00,07:30,BRNG 1232,33
03/03/2023,08:20,08:30,BRNG 1232,33
03/03/2023,09:20,09:30,BRNG 1232,33
03/03/2023,10:20,10:30,BRNG 1232,33
03/03/2023,11:20,11:30,BRNG 1232,33
03/03/2023,12:20,12:30,BRNG 1232,33
03/03/2023,13:20,13:30,BRNG 1232,33
03/03/2023,14:20,14:30,BRNG 1232,33
03/03/2023,15:20,15:30,BRNG 1232,33
03/03/2023,16:20,16:30,BRNG 1232,33
03/03/2023,17:20,22:00,BRNG 1232,33
03/03/2023,6:00,07:30,BRNG 1238,33
03/03/2023,08:20,08:30,BRNG 1238,33
03/03/2023,09:20,09:30,BRNG 1238,33
03/03/2023,10:20,10:30,BRNG 1238,33
03/03/2023,11:20,11:30,BRNG 1238,33
03/03/2023,12:20,12:30,BRNG 1238,33
03/03/2023,13:20,13:30,BRNG 1238,33
03/03/2023,14:20,14:30,BRNG 1238,33
03/03/2023,15:20,15:30,BRNG 1238,33
03/03/2023,16:20,16:30,BRNG 1238,33
03/03/2023,17:20,22:00,BRNG 1238,33
03/03/2023,6:00,07:30,BRNG 1242,30
03/03/2023,08:20,08:30,BRNG 1242,30
03/03/2023,09:20,09:30,BRNG 1242,30
03/03/2023,10:20,10:30,BRNG 1242,30
03/03/2023,11:20,11:30,BRNG 1242,30
03/03/2023,12:20,12:30,BRNG 1242,30
03/03/2023,13:20,13:30,BRNG 1242,30
03/03/2023,14:20,14:30,BRNG 1242,30
03/03/2023,15:20,15:30,BRNG 1242,30
03/03/2023,16:20,16:30,BRNG 1242,30
03/03/2023,17:20,22:00,BRNG 1242,30
03/03/2023,6:00,08:30,BRNG 1243,30
03/03/2023,09:20,09:30,BRNG 1243,30
03/03/2023,10:20,10:30,BRNG 1243,30
03/03/2023,11:20,11:30,BRNG 1243,30
03/03/2023,12:20,12:30,BRNG 1243,30
03/03/2023,13:20,13:30,BRNG 1243,30
03/03/2023,14:20,14:30,BRNG 1243,30
03/03/2023,15:20,15:30,BRNG 1243,30
03/03/2023,16:20,16:30,BRNG 1243,30
03/03/2023,17:20,22:00,BRNG 1243,30
03/03/2023,6:00,09:30,BRNG 1245,44
03/03/2023,10:20,11:30,BRNG 1245,44
03/03/2023,12:20,13:30,BRNG 1245,44
03/03/2023,14:20,13:30,BRNG 1245,44
03/03/2023,14:20,22:00,BRNG 1245,44
03/03/2023,6:00,09:30,BRNG 1248,24
03/03/2023,10:20,11:00,BRNG 1248,24
03/03/2023,13:00,14:30,BRNG 1248,24
03/03/2023,15:20,15:30,BRNG 1248,24
03/03/2023,18:20,22:00,BRNG 1248,24
03/03/2023,6:00,09:30,BRNG 1254,33
03/03/2023,12:30,13:30,BRNG 1254,33
03/03/2023,14:20,15:00,BRNG 1254,33
03/03/2023,17:50,22:00,BRNG 1254,33
03/03/2023,6:00,07:30,BRNG 1255,30
03/03/2023,09:20,09:30,BRNG 1255,30
03/03/2023,11:20,12:00,BRNG 1255,30
03/03/2023,12:50,22:00,BRNG 1255,30
03/03/2023,6:00,08:30,BRNG 1260,36
03/03/2023,09:20,09:30,BRNG 1260,36
03/03/2023,10:20,10:30,BRNG 1260,36
03/03/2023,11:20,11:30,BRNG 1260,36
03/03/2023,12:20,12:30,BRNG 1260,36
03/03/2023,13:20,13:30,BRNG 1260,36
03/03/2023,14:20,14:30,BRNG 1260,36
03/03/2023,15:20,15:30,BRNG 1260,36
03/03/2023,16:20,22:00,BRNG 1260,36
03/03/2023,6:00,08:30,BRNG 1268,46
03/03/2023,09:20,09:30,BRNG 1268,46
03/03/2023,10:20,11:30,BRNG 1268,46
03/03/2023,12:20,12:30,BRNG 1268,46
03/03/2023,13:20,13:30,BRNG 1268,46
03/03/2023,14:20,14:30,BRNG 1268,46
03/03/2023,15:20,22:00,BRNG 1268,46
03/03/2023,6:00,07:30,BRNG 2275,27
03/03/2023,08:20,08:30,BRNG 2275,27
03/03/2023,09:20,09:30,BRNG 2275,27
03/03/2023,10:20,10:30,BRNG 2275,27
03/03/2023,11:20,11:30,BRNG 2275,27
03/03/2023,12:20,12:30,BRNG 2275,27
03/03/2023,13:20,14:30,BRNG 2275,27
03/03/2023,15:20,15:30,BRNG 2275,27
03/03/2023,16:20,22:00,BRNG 2275,27
03/03/2023,6:00,08:30,BRNG 2280,118
03/03/2023,09:20,09:30,BRNG 2280,118
03/03/2023,10:20,11:30,BRNG 2280,118
03/03/2023,12:20,12:30,BRNG 2280,118
03/03/2023,13:20,13:30,BRNG 2280,118
03/03/2023,14:20,18:30,BRNG 2280,118
03/03/2023,19:30,22:00,BRNG 2280,118
03/03/2023,6:00,08:30,BRNG 2290,82
03/03/2023,09:20,10:30,BRNG 2290,82
03/03/2023,11:20,11:30,BRNG 2290,82
03/03/2023,12:20,12:30,BRNG 2290,82
03/03/2023,13:20,13:30,BRNG 2290,82
03/03/2023,14:20,14:30,BRNG 2290,82
03/03/2023,15:20,15:30,BRNG 2290,82
03/03/2023,16:20,22:00,BRNG 2290,82
03/03/2023,6:00,08:30,BRNG 2291,32
03/03/2023,09:20,09:30,BRNG 2291,32
03/03/2023,10:20,10:30,BRNG 2291,32
03/03/2023,11:20,11:30,BRNG 2291,32
03/03/2023,12:20,13:30,BRNG 2291,32
03/03/2023,14:20,14:30,BRNG 2291,32
03/03/2023,16:20,22:00,BRNG 2291,32
03/03/2023,6:00,09:30,BRNG B206,28
03/03/2023,10:20,10:30,BRNG B206,28
03/03/2023,11:20,12:00,BRNG B206,28
03/03/2023,13:00,15:30,BRNG B206,28
03/03/2023,16:20,15:30,BRNG B206,28
03/03/2023,16:20,22:00,BRNG B206,28
03/03/2023,6:00,11:30,BRNG B212,32
03/03/2023,12:20,13:30,BRNG B212,32
03/03/2023,14:20,22:00,BRNG B212,32
03/03/2023,6:00,07:30,BRNG B230,30
03/03/2023,08:20,08:30,BRNG B230,30
03/03/2023,09:20,09:30,BRNG B230,30
03/03/2023,10:20,10:30,BRNG B230,30
03/03/2023,11:20,11:30,BRNG B230,30
03/03/2023,12:20,12:30,BRNG B230,30
03/03/2023,13:20,13:30,BRNG B230,30
03/03/2023,14:20,14:30,BRNG B230,30
03/03/2023,15:20,15:30,BRNG B230,30
03/03/2023,16:20,16:30,BRNG B230,30
03/03/2023,17:20,22:00,BRNG B230,30
03/03/2023,6:00,08:30,BRNG B232,30
03/03/2023,09:20,09:30,BRNG B232,30
03/03/2023,10:20,10:30,BRNG B232,30
03/03/2023,11:20,11:30,BRNG B232,30
03/03/2023,12:20,12:30,BRNG B232,30
03/03/2023,13:20,13:30,BRNG B232,30
03/03/2023,14:20,14:30,BRNG B232,30
03/03/2023,15:20,15:30,BRNG B232,30
03/03/2023,16:20,16:30,BRNG B232,30
03/03/2023,17:20,22:00,BRNG B232,30
03/03/2023,6:00,07:30,BRNG B238,30
03/03/2023,08:20,08:30,BRNG B238,30
03/03/2023,09:20,11:30,BRNG B238,30
03/03/2023,12:20,12:30,BRNG B238,30
03/03/2023,13:20,13:30,BRNG B238,30
03/03/2023,14:20,14:30,BRNG B238,30
03/03/2023,15:20,15:30,BRNG B238,30
03/03/2023,16:20,16:30,BRNG B238,30
03/03/2023,17:20,22:00,BRNG B238,30
03/03/2023,6:00,09:30,BRNG B242,30
03/03/2023,10:20,10:30,BRNG B242,30
03/03/2023,11:20,11:30,BRNG B242,30
03/03/2023,12:20,12:30,BRNG B242,30
03/03/2023,13:20,13:30,BRNG B242,30
03/03/2023,14:20,14:30,BRNG B242,30
03/03/2023,15:20,15:30,BRNG B242,30
03/03/2023,16:20,22:00,BRNG B242,30
03/03/2023,6:00,09:30,BRNG B243,27
03/03/2023,11:20,13:30,BRNG B243,27
03/03/2023,15:20,16:30,BRNG B243,27
03/03/2023,17:30,19:00,BRNG B243,27
03/03/2023,22:00,22:00,BRNG B243,27
03/03/2023,6:00,19:00,BRNG B247,27
03/03/2023,22:00,22:00,BRNG B247,27
03/03/2023,6:00,08:30,BRNG B248,30
03/03/2023,09:20,09:30,BRNG B248,30
03/03/2023,10:20,10:30,BRNG B248,30
03/03/2023,11:20,11:30,BRNG B248,30
03/03/2023,12:20,12:30,BRNG B248,30
03/03/2023,13:20,13:30,BRNG B248,30
03/03/2023,14:20,14:30,BRNG B248,30
03/03/2023,15:20,15:30,BRNG B248,30
03/03/2023,16:20,22:00,BRNG B248,30
03/03/2023,6:00,07:30,BRNG B254,30
03/03/2023,08:20,09:30,BRNG B254,30
03/03/2023,10:20,10:30,BRNG B254,30
03/03/2023,11:20,11:30,BRNG B254,30
03/03/2023,12:20,13:30,BRNG B254,30
03/03/2023,14:20,14:30,BRNG B254,30
03/03/2023,15:20,19:00,BRNG B254,30
03/03/2023,22:00,22:00,BRNG B254,30
03/03/2023,6:00,08:30,BRNG B260,30
03/03/2023,09:20,09:30,BRNG B260,30
03/03/2023,10:20,10:30,BRNG B260,30
03/03/2023,11:20,12:30,BRNG B260,30
03/03/2023,13:20,13:30,BRNG B260,30
03/03/2023,14:20,14:30,BRNG B260,30
03/03/2023,15:20,19:00,BRNG B260,30
03/03/2023,22:00,22:00,BRNG B260,30
03/03/2023,6:00,10:30,BRNG B261,35
03/03/2023,11:20,11:30,BRNG B261,35
03/03/2023,12:20,13:30,BRNG B261,35
03/03/2023,14:20,14:30,BRNG B261,35
03/03/2023,15:20,22:00,BRNG B261,35
03/03/2023,6:00,09:30,BRNG B268,49
03/03/2023,10:20,11:30,BRNG B268,49
03/03/2023,12:20,22:00,BRNG B268,49
03/03/2023,6:00,09:30,BRWN 1154,76
03/03/2023,10:20,10:30,BRWN 1154,76
03/03/2023,11:20,12:30,BRWN 1154,76
03/03/2023,14:00,14:30,BRWN 1154,76
03/03/2023,15:20,15:30,BRWN 1154,76
03/03/2023,16:30,18:30,BRWN 1154,76
03/03/2023,20:30,22:00,BRWN 1154,76
03/03/2023,6:00,07:30,BRWN 3100,30
03/03/2023,08:20,08:30,BRWN 3100,30
03/03/2023,09:20,09:30,BRWN 3100,30
03/03/2023,10:20,10:30,BRWN 3100,30
03/03/2023,11:20,11:30,BRWN 3100,30
03/03/2023,12:20,12:30,BRWN 3100,30
03/03/2023,13:20,13:30,BRWN 3100,30
03/03/2023,14:20,14:30,BRWN 3100,30
03/03/2023,15:20,15:30,BRWN 3100,30
03/03/2023,16:20,16:30,BRWN 3100,30
03/03/2023,17:20,22:00,BRWN 3100,30
03/03/2023,6:00,07:30,BRWN 3102,30
03/03/2023,08:20,08:30,BRWN 3102,30
03/03/2023,09:20,09:30,BRWN 3102,30
03/03/2023,10:20,10:30,BRWN 3102,30
03/03/2023,11:20,11:30,BRWN 3102,30
03/03/2023,12:20,12:30,BRWN 3102,30
03/03/2023,13:20,13:30,BRWN 3102,30
03/03/2023,14:20,14:30,BRWN 3102,30
03/03/2023,15:20,15:30,BRWN 3102,30
03/03/2023,16:20,16:30,BRWN 3102,30
03/03/2023,17:20,22:00,BRWN 3102,30
03/03/2023,6:00,07:30,BRWN 3104,30
03/03/2023,08:20,08:30,BRWN 3104,30
03/03/2023,09:20,09:30,BRWN 3104,30
03/03/2023,10:20,10:30,BRWN 3104,30
03/03/2023,11:20,11:30,BRWN 3104,30
03/03/2023,12:20,12:30,BRWN 3104,30
03/03/2023,13:20,13:30,BRWN 3104,30
03/03/2023,14:20,14:30,BRWN 3104,30
03/03/2023,15:20,15:30,BRWN 3104,30
03/03/2023,16:20,16:30,BRWN 3104,30
03/03/2023,17:20,22:00,BRWN 3104,30
03/03/2023,6:00,08:30,CL50 121,29
03/03/2023,09:20,09:30,CL50 121,29
03/03/2023,10:20,11:30,CL50 121,29
03/03/2023,12:20,12:30,CL50 121,29
03/03/2023,13:20,13:30,CL50 121,29
03/03/2023,14:20,14:30,CL50 121,29
03/03/2023,15:20,15:30,CL50 121,29
03/03/2023,16:20,22:00,CL50 121,29
03/03/2023,6:00,08:30,CL50 125,40
03/03/2023,09:20,10:30,CL50 125,40
03/03/2023,11:20,11:30,CL50 125,40
03/03/2023,12:30,12:30,CL50 125,40
03/03/2023,13:20,13:30,CL50 125,40
03/03/2023,14:20,14:30,CL50 125,40
03/03/2023,15:20,15:30,CL50 125,40
03/03/2023,16:20,17:30,CL50 125,40
03/03/2023,20:00,22:00,CL50 125,40
03/03/2023,6:00,08:30,CL50 129,29
03/03/2023,09:20,11:30,CL50 129,29
03/03/2023,12:20,12:30,CL50 129,29
03/03/2023,13:20,13:30,CL50 129,29
03/03/2023,14:20,15:30,CL50 129,29
03/03/2023,16:20,22:00,CL50 129,29
03/03/2023,6:00,07:30,CL50 224,470
03/03/2023,08:20,08:30,CL50 224,470
03/03/2023,09:20,09:30,CL50 224,470
03/03/2023,10:20,11:30,CL50 224,470
03/03/2023,12:20,12:30,CL50 224,470
03/03/2023,13:20,13:30,CL50 224,470
03/03/2023,14:20,14:30,CL50 224,470
03/03/2023,15:20,15:30,CL50 224,470
03/03/2023,16:20,16:30,CL50 224,470
03/03/2023,17:20,17:30,CL50 224,470
03/03/2023,19:30,22:00,CL50 224,470
03/03/2023,6:00,09:30,CRTN 1011,88
03/03/2023,10:20,10:30,CRTN 1011,88
03/03/2023,11:20,14:30,CRTN 1011,88
03/03/2023,15:20,22:00,CRTN 1011,88
03/03/2023,6:00,08:30,FRNY 1043,49
03/03/2023,09:20,11:30,FRNY 1043,49
03/03/2023,13:20,13:30,FRNY 1043,49
03/03/2023,14:30,22:00,FRNY 1043,49
03/03/2023,6:00,09:30,FRNY B124,65
03/03/2023,10:20,11:30,FRNY B124,65
03/03/2023,12:20,12:30,FRNY B124,65
03/03/2023,13:20,13:45,FRNY B124,65
03/03/2023,15:15,15:30,FRNY B124,65
03/03/2023,16:30,22:00,FRNY B124,65
03/03/2023,6:00,09:30,FRNY G124,69
03/03/2023,10:20,11:30,FRNY G124,69
03/03/2023,12:20,22:00,FRNY G124,69
03/03/2023,6:00,07:30,FRNY G140,234
03/03/2023,08:20,08:30,FRNY G140,234
03/03/2023,09:20,09:30,FRNY G140,234
03/03/2023,10:20,10:30,FRNY G140,234
03/03/2023,11:20,11:30,FRNY G140,234
03/03/2023,12:20,12:30,FRNY G140,234
03/03/2023,13:20,13:30,FRNY G140,234
03/03/2023,14:20,14:30,FRNY G140,234
03/03/2023,15:20,22:00,FRNY G140,234
03/03/2023,6:00,09:30,GRIS 102,60
03/03/2023,10:20,10:30,GRIS 102,60
03/03/2023,11:20,12:30,GRIS 102,60
03/03/2023,13:20,15:30,GRIS 102,60
03/03/2023,16:20,22:00,GRIS 102,60
03/03/2023,6:00,10:30,GRIS 103,88
03/03/2023,11:20,11:30,GRIS 103,88
03/03/2023,12:20,13:30,GRIS 103,88
03/03/2023,14:20,14:30,GRIS 103,88
03/03/2023,17:20,22:00,GRIS 103,88
03/03/2023,6:00,09:30,GRIS 118,30
03/03/2023,10:20,10:30,GRIS 118,30
03/03/2023,11:20,11:30,GRIS 118,30
03/03/2023,12:20,12:30,GRIS 118,30
03/03/2023,13:20,13:30,GRIS 118,30
03/03/2023,14:20,22:00,GRIS 118,30
03/03/2023,6:00,11:30,GRIS 126,30
03/03/2023,12:20,12:30,GRIS 126,30
03/03/2023,13:20,13:30,GRIS 126,30
03/03/2023,14:20,14:30,GRIS 126,30
03/03/2023,15:20,16:30,GRIS 126,30
03/03/2023,17:20,22:00,GRIS 126,30
03/03/2023,6:00,10:30,GRIS 133,30
03/03/2023,11:20,11:30,GRIS 133,30
03/03/2023,12:20,12:30,GRIS 133,30
03/03/2023,13:20,13:30,GRIS 133,30
03/03/2023,14:20,22:00,GRIS 133,30
03/03/2023,6:00,09:30,GRIS 134,48
03/03/2023,10:20,10:30,GRIS 134,48
03/03/2023,13:30,15:30,GRIS 134,48
03/03/2023,16:20,22:00,GRIS 134,48
03/03/2023,6:00,13:30,HAAS G066,60
03/03/2023,14:20,14:30,HAAS G066,60
03/03/2023,15:20,22:00,HAAS G066,60
03/03/2023,6:00,08:30,HAMP 1113,32
03/03/2023,09:20,10:30,HAMP 1113,32
03/03/2023,11:20,12:30,HAMP 1113,32
03/03/2023,13:20,22:00,HAMP 1113,32
03/03/2023,6:00,08:30,HAMP 1144,100
03/03/2023,09:20,10:30,HAMP 1144,100
03/03/2023,11:20,11:30,HAMP 1144,100
03/03/2023,12:20,12:30,HAMP 1144,100
03/03/2023,13:20,14:30,HAMP 1144,100
03/03/2023,15:20,22:00,HAMP 1144,100
03/03/2023,6:00,09:30,HAMP 1252,63
03/03/2023,10:20,10:30,HAMP 1252,63
03/03/2023,11:20,14:30,HAMP 1252,63
03/03/2023,15:30,22:00,HAMP 1252,63
03/03/2023,6:00,14:30,HAMP 1266,30
03/03/2023,16:20,16:30,HAMP 1266,30
03/03/2023,17:20,22:00,HAMP 1266,30
03/03/2023,6:00,09:30,HAMP 2101,45
03/03/2023,10:20,10:30,HAMP 2101,45
03/03/2023,11:20,11:30,HAMP 2101,45
03/03/2023,12:20,12:30,HAMP 2101,45
03/03/2023,13:20,13:30,HAMP 2101,45
03/03/2023,14:20,14:30,HAMP 2101,45
03/03/2023,15:20,15:30,HAMP 2101,45
03/03/2023,16:20,16:30,HAMP 2101,45
03/03/2023,17:20,22:00,HAMP 2101,45
03/03/2023,6:00,08:30,HAMP 2102,40
03/03/2023,09:20,10:30,HAMP 2102,40
03/03/2023,11:20,15:30,HAMP 2102,40
03/03/2023,16:20,16:30,HAMP 2102,40
03/03/2023,17:20,22:00,HAMP 2102,40
03/03/2023,6:00,11:30,HAMP 2107,32
03/03/2023,13:30,14:30,HAMP 2107,32
03/03/2023,18:00,22:00,HAMP 2107,32
03/03/2023,6:00,13:30,HAMP 2108,44
03/03/2023,14:20,22:00,HAMP 2108,44
03/03/2023,6:00,09:30,HAMP 2113,32
03/03/2023,10:20,10:30,HAMP 2113,32
03/03/2023,11:20,22:00,HAMP 2113,32
03/03/2023,6:00,11:30,HAMP 2117,45
03/03/2023,13:20,22:00,HAMP 2117,45
03/03/2023,6:00,09:30,HAMP 2118,40
03/03/2023,10:20,10:30,HAMP 2118,40
03/03/2023,11:20,12:30,HAMP 2118,40
03/03/2023,13:20,22:00,HAMP 2118,40
03/03/2023,6:00,08:30,HAMP 2123,40
03/03/2023,09:20,09:30,HAMP 2123,40
03/03/2023,11:30,13:00,HAMP 2123,40
03/03/2023,14:20,14:30,HAMP 2123,40
03/03/2023,15:20,22:00,HAMP 2123,40
03/03/2023,6:00,08:30,HAMP 3153,48
03/03/2023,09:20,09:30,HAMP 3153,48
03/03/2023,10:20,10:30,HAMP 3153,48
03/03/2023,11:20,11:30,HAMP 3153,48
03/03/2023,12:20,16:30,HAMP 3153,48
03/03/2023,17:45,22:00,HAMP 3153,48
03/03/2023,6:00,10:30,HEAV 206,30
03/03/2023,11:20,11:30,HEAV 206,30
03/03/2023,12:20,12:30,HEAV 206,30
03/03/2023,13:20,15:00,HEAV 206,30
03/03/2023,16:00,22:00,HEAV 206,30
03/03/2023,6:00,13:30,HIKS G980D,124
03/03/2023,14:20,22:00,HIKS G980D,124
03/03/2023,6:00,10:30,HORT 117,87
03/03/2023,11:20,11:30,HORT 117,87
03/03/2023,12:20,12:30,HORT 117,87
03/03/2023,13:20,14:30,HORT 117,87
03/03/2023,15:20,22:00,HORT 117,87
03/03/2023,6:00,13:30,KNOY B029,36
03/03/2023,15:20,22:00,KNOY B029,36
03/03/2023,6:00,08:30,KNOY B031,46
03/03/2023,09:20,09:30,KNOY B031,46
03/03/2023,10:20,10:30,KNOY B031,46
03/03/2023,11:20,22:00,KNOY B031,46
03/03/2023,6:00,11:30,KNOY B033,60
03/03/2023,12:20,22:00,KNOY B033,60
03/03/2023,6:00,13:15,KNOY B041,40
03/03/2023,14:15,22:00,KNOY B041,40
03/03/2023,6:00,12:00,KRAN G004,49
03/03/2023,14:00,17:30,KRAN G004,49
03/03/2023,20:30,22:00,KRAN G004,49
03/03/2023,6:00,09:30,KRAN G005,39
03/03/2023,11:20,13:30,KRAN G005,39
03/03/2023,14:20,22:00,KRAN G005,39
03/03/2023,6:00,13:30,KRAN G009,20
03/03/2023,14:20,14:30,KRAN G009,20
03/03/2023,15:20,18:00,KRAN G009,20
03/03/2023,18:50,19:00,KRAN G009,20
03/03/2023,21:00,22:00,KRAN G009,20
03/03/2023,6:00,09:30,KRAN G010,49
03/03/2023,10:20,10:30,KRAN G010,49
03/03/2023,11:20,11:30,KRAN G010,49
03/03/2023,12:20,12:30,KRAN G010,49
03/03/2023,13:20,13:30,KRAN G010,49
03/03/2023,14:20,14:30,KRAN G010,49
03/03/2023,15:20,19:00,KRAN G010,49
