ME 36500,13929-040,03-27-2023T10:30,03-27-2023T11:20,ME,2061,96,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 36500,13929-040,03-27-2023T10:30,03-27-2023T11:20,ME,2061,96,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 36500,13930-041,03-27-2023T10:30,03-27-2023T11:20,ME,2061,96,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 36500,13930-041,03-27-2023T10:30,03-27-2023T11:20,ME,2061,96,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 37500,13988-069,03-27-2023T10:30,03-27-2023T11:20,ME,1130,120,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 37500,13988-069,03-27-2023T10:30,03-27-2023T11:20,ME,1130,120,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 37500,13991-070,03-27-2023T10:30,03-27-2023T11:20,ME,1130,120,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 37500,13991-070,03-27-2023T10:30,03-27-2023T11:20,ME,1130,120,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 37500,13993-071,03-27-2023T10:30,03-27-2023T11:20,ME,1130,120,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 37500,13993-071,03-27-2023T10:30,03-27-2023T11:20,ME,1130,120,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 37500,13997-072,03-27-2023T10:30,03-27-2023T11:20,ME,1130,120,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 37500,13997-072,03-27-2023T10:30,03-27-2023T11:20,ME,1130,120,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 37500,13998-073,03-27-2023T10:30,03-27-2023T11:20,ME,1130,120,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 37500,13998-073,03-27-2023T10:30,03-27-2023T11:20,ME,1130,120,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 41300,16746-001,03-27-2023T10:30,03-27-2023T11:20,ME,1009,54,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 41300,16746-001,03-27-2023T10:30,03-27-2023T11:20,ME,1009,54,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 41300,16746-001,03-27-2023T10:30,03-27-2023T11:20,ME,1009,54,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 41500,18172-001,03-27-2023T10:30,03-27-2023T11:20,ME,1015,44,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 41500,18172-001,03-27-2023T10:30,03-27-2023T11:20,ME,1015,44,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 43000,17124-001,03-27-2023T10:30,03-27-2023T11:20,ME,1130,120,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 43000,17124-001,03-27-2023T10:30,03-27-2023T11:20,ME,1130,120,585 Purdue Mall,40.4283678200671,-86.9129040439333
ME 44000,53092-002,03-27-2023T10:30,03-27-2023T11:20,ME,1052,66,585 Purdue Mall,40.4283678200671,-86.9129040439333
